得意先[    100]-[ 200000] ＊＊ 得意先ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/05/22(13:51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
得意先CD,得意先名ｶﾅ,得意先名,得意先(略),郵便番号,住所1,住所2,E-mail,備考,電話番号,FAX番号,担当者CD,担当者名,請求先CD,売上区分,税区分(売掛),税端数(売掛),税区分(現金),税端数(現金),締ｸﾞﾙｰﾌﾟ,合計請求書,請求明細書,入金予定日,入金方法,単価管理,単価ｸﾞﾙｰﾌﾟ,掛率,金額端数,登録日,最終更新日
30920,ウィッチクラフト,株式会社ウィッチクラフト,株式会社ｳｨｯﾁｸﾗﾌﾄ,102-0093,東京都千代田区永田町2‐5‐3　GRID１A,,,,03‐6261‐6816,,95,林(香),30920,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2024/6/11,2024/9/5
30921,サクラス,株式会社サクラス,株式会社ｻｸﾗｽ,103-0005,東京都中央区久松町4‐7,,,,03‐5539‐6018,,95,林(香),30921,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/14,2024/9/5
30922,キトリー,QUiTTERiE,QUiTTERiE,885‐007,宮崎県都城市中町13‐11,,,,0986‐66‐8099,,95,林(香),30922,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/14,2024/6/14
30923,ワイズ,株式会社Wiz,株式会社Wiz,899-4203,鹿児島県霧島市霧島大窪384-6,,,,,,95,林(香),30923,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/21,2024/7/31
30924,チャホンポ,Chahonpo,Chahonpo,171-0032,東京都豊島区雑司が谷3‐16‐1,,,,03-5396-2462,,95,林(香),30924,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/25,2024/6/25
30925,ソラジャパニティ,Sora Japanity,Sora Japanity,215-0023,神奈川県川崎市麻生区片平1-6-2,ミオカステーロ新百合ヶ丘２　302,,,090-7873-0503,,95,林(香),30925,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/29,2024/6/29
30926,フジニショウカイ,有限会社藤二商会,有限会社藤二商会,615-8162,京都市西京区樫原上の町5,,,,075-381-3338,,94,堀口(崇),30926,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/6/29,2024/6/29
30927,コウヨウオリエントジャパン,光陽オリエントジャパン株式会社鹿児島事業所,光陽オリエントジャ,893-2301,鹿児島県肝属郡錦江町神川3306-4,,,,0994-25-1213, 0994-25-1216,690,金城,30927,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/7/8,2024/9/5
30928,フリーウィル,株式会社Freewill,株式会社Freewill,107-0061,東京都港区北青山1丁目4‐5VORT青山1丁目　Dual`s　301,,,,03-6721-1840,03-6721-1841,95,林(香),30928,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/7/10,2024/9/5
30929,ニホンチャセイカツ,日本茶生活合同会社,日本茶生活合同会社,103-0014,東京都中央区日本橋蛎殻町1‐26‐4,今井ビル５A,,,080-9280-5313,,95,林(香),30929,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/7/23,2024/9/5
30930,エーエヌエーフーズ,ANAフーズ株式会社,ANAﾌｰｽﾞ株式会社,105-7140,東京都港区東新橋1-5-2　汐留シティセンター38階,,,,03-6852-0113,,690,金城,30930,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/7/24,2024/9/5
30931,グループホームルーピンノサトスマイル,グループホームるーぴんのさと(すまいる),すまいる,899-7306,鹿児島県曾於郡大崎町永吉8355-2,,,,0994-78-1250,0994-78-1251,439,末永,30931,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/7/27,2024/9/5
30932,ロジマル,株式会社 ろじまる,株式会社 ろじまる,277-0005,千葉県柏市柏2-2-2,,,,04-7197-7923,04-7197-5915,690,金城,30932,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/8/31,2024/9/5
30933,メイジヤスダセイメイ　カゴシマシシャ,明治安田生命　鹿児島支社,明治安田生命 鹿児島,892-0846,鹿児島市加治屋町１４－７ 明治安田生命鹿児島加治屋町ビル６Ｆ,田嶋様,,,099-223-6216,099-226-0241,690,金城,30933,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2024/9/6,2024/10/2
30934,ウェルゾウ,株式会社 welzo,株式会社 welzo,812-0013,福岡市博多区博多駅東1丁目14-3,,,,092-433-4456,092-433-5666,690,金城,30934,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/9/25,2024/12/28
30935,ノウゲイカンリ,農芸環理株式会社,農芸環理株式会社,421-0301,静岡県榛原郡吉田町住吉714－2,,,,0548－28－6001,0548－32－2005,94,堀口(崇),30935,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2024/9/25,2024/12/28
30936,アゲノアンドカンパニー,AGENO & COMPANY - Inh. K.Ageno,AGENO & COMPANY - In,,Anna-Maria-Muller-Str 1913053 Berlin Germany,,,,4.91766E+12,,690,金城,30936,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2024/10/16,2024/12/28
30937,カゴシマケンチャセイサンキョウカイ,一般社団法人鹿児島県茶生産協会,一般社団法人鹿児島県,890-0064,鹿児島市鴨池新町10-1　11F（農産園芸課内）,,,,099-286-2111,099-286-5595,95,林(香),30937,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/10/24,2024/12/28
30938,ユイサンマリノ,結SANMARINO,結SANMARINO,893-0062,鹿屋市新生町４－１６近藤ビル1階,,,,0994-45-7716,,95,林(香),30938,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/10/27,2024/10/28
30939,ティークラフト,Tea Craft,Tea Craft,,２１３０Platform tLidcombe、NSW 2141 Australia,,,,61296371263,,98,ラファエル,30939,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2024/10/31,2024/10/31
30940,ホンコクジ,本国寺,本国寺,895-0025,鹿児島県薩摩川内市向田町1380‐2,,,,0996‐20‐3228,,690,金城,30940,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/11/7,2024/11/7
30941,レインブラントティー,レインブラントティー株式会社,ﾚｲﾝﾌﾞﾗﾝﾄﾃｨｰ株式会社,231-0004,神奈川県横浜市中区元浜町3-21-2 ヘリオス関内ビル４F,,,,045-222-8251,045-222-8283,690,金城,30941,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2024/11/9,2024/12/28
30942,サカモトシュチクジョウ,有限会社 坂元種畜場,有限会社 坂元種畜場,893-0024,鹿児島県鹿屋市下祓川町1707番地,,,,090-9070-5927,,690,金城,30942,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/11/27,2024/12/28
30943,ツルタチクサン,鶴田畜産牛舎,鶴田畜産牛舎,899-8512,鹿児島県鹿屋市輝北町諏訪原1049,,,,,,94,堀口(崇),30943,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/11/27,2025/1/22
30944,ボックス(サブスクリプションヨウ),Bokksu株式会社（サブスクリプション用）,Bokksu株式会社(ｻﾌﾞｽｸ,105-6415,東京都港区虎ノ門1丁目17番1号虎ノ門ヒルズビジネスタワ－15階,,,,03-6908-6933,  03-6908-6933,690,金城,30944,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2024/11/27,2024/12/28
30945,アドックスホクシン,株式会社アドックスホクシン,株式会社ｱﾄﾞｯｸｽﾎｸｼﾝ,892-0847,鹿児島市西千石町4-1ガランパークビル３F,,,,099-223-6377,,95,林(香),30945,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/11/29,2024/12/28
30946,リントンズ,RINGTONS Ltd,RINGTONS Ltd,,Algernon Road Newcastle Upon Tyne NE6 2YN United Kingdom,,,,0800 046 1444,,95,林(香),30946,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2024/11/29,2024/11/29
30947,ヤマト,株式会社やまと,株式会社やまと,151-0051,東京都渋谷区千駄ヶ谷5-27-3やまとビル9階,,,,03-3356-2181,,95,林(香),30947,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2024/12/3,2024/12/28
30948,タカハネヤ,鷹羽屋,鷹羽屋,811-3504,福岡県宗像市深田1033-2,,,,0940-62-1088,,690,金城,30948,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2024/12/24,2024/12/24
30949,チェン　ユアン　オーガニック,Cheng Yuan Organic CO LTD,Cheng Yuan Organic C,,10/F No5 Ln 163 Xinyi RdNEW TAIPEI CITY 220 TAIWAN,,,,-29575744,,91,下平,30949,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2024/12/24,2024/12/24
30950,カブシキカイシャ ギフトモール,株式会社ギフトモール,株式会社ギフトモール,103-0028,東京都中央区八重洲一丁目4番10号,東京建物八重洲仲通りビル12階,,,,,690,金城,30950,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2024/12/27,2024/12/28
30951,グルグルカブシキカイシャ,guruguru株式会社,guruguru株式会社,110-0001,東京都台東区谷中3-13-3 やなかなか,,,,080-4624-0269,,690,金城,30951,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/10,2025/2/4
30952,カブシキガイシャチョコレコ,株式会社ChocoReko,株式会社ChocoReko,330-0856,埼玉県さいたま市大宮区三橋4-517-3,,,,048-788-4819,,95,林(香),30952,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/12,2025/1/12
30953,ゴウドウガイシャエンプティー,合同会社Emptea,合同会社Emptea,651-0094,兵庫県神戸市中央区琴ノ緒町5-2-2三信ビル401,,,,080-3712-1833,,690,金城,30953,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/17,2025/1/17
30954,カブシキガイシャレイアップ,株式会社RAYUP,株式会社RAYUP,135-0063,東京都江東区有明2-1-1-512,,,東京都中央区銀座1丁目22番11号銀座大竹ビジデンス2,090-6936-0595,,690,金城,30954,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/17,2025/1/17
30955,ローカル・スタートアップキョウカイ,一般社団法人ローカル・スタートアップ協会,一般社団法人ローカル,270-1331,千葉県印西市牧の原3-4-124,,,〒078-1753北海道上川郡上川町南町1033番地2,090-7820-1390,,95,林(香),30955,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/17,2025/3/31
30956,ティーアンドケーク　ミドリワク,Tea&Cake Midori w.,Tea&Cake Midori w.,662-0083,兵庫県西宮市苦楽園一番町2-63-208,,,,090-8196-4399,,690,金城,30956,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,15,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/29,2025/1/29
30957,スシニッコ,鮨 にっこ,鮨 にっこ,135-0024,東京都江東区清澄3-4-20FRAME 1F,,,,050-1809-1725,,95,林(香),30957,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/1/31,2025/1/31
30958,ボバムーン,Boba moon,Boba moon,,65B Hhight street、Winchester、SO239DA、United Kingdom,,,,44-777-002-1880,,98,ラファエル,30958,1 売掛,4 無処理,3 切り上げ,2 伝票単位,1 四捨五入,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/2/20,2025/2/20
30959,ナチュラルスピーシーズ, Natural Species LLC-FZ, Natural Species LLC,, Business Center 1 M Floor The Meydan Hotel Nad Al Sheba,,,,+971 58 590 8177,,690,金城,30959,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2025/2/21,2025/2/21
30960,ｶｺﾞｼﾏﾎﾘｸﾞﾁｾｲﾁｬ ﾕｳｹﾞﾝｶｲｼｬｴｲｷﾞｮｳｽｲｼﾝﾌﾞ,鹿児島堀口製茶　有限会社(営業推進),鹿児島堀口製茶　有限,899-7503,志布志市有明町蓬原758,,,,099-475-0931,099-475-1976,95,林(香),30960,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/2/28,2025/2/28
30961,サボエホテル,Hotel Principe di Savoiaイタリア,Hotel Principe di Sa,,Piazza della Repubblica 17Milan 20124 Italy,,,,+39 (0)2 6230202,,91,下平,30961,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2025/2/28,2025/2/28
30962,スピリッツ&シェアリングカブシキガイシャ,スピリッツ&シェアリング株式会社,スピリッツ&シェアリ,104-0061,東京都中央区銀座6-10-1　GINZA SIX 13F,,,,03-6280-6622,,90,丸山,30962,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/3/6,2025/3/6
30963,アマミママ,AMAMIMAMA,AMAMIMAMA,894-0062,鹿児島県奄美市名瀬有屋町30番地1,,,請求書　出す,0997-69-3975,,95,林(香),30963,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/3/21,2025/4/9
30964,ユニプロ,UNIPRO,UNIPRO,276-0033,千葉県八千代市八千代南台1-9-15-103Reka Bum & Nartchaya(Banko,,,請求書　出さない,090-6881-6565,,95,林(香),30964,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/3/29,2025/4/9
30965,ニシザワエン,西澤園,西澤園,270-0128,千葉県柏市西柏台2-1-1-111,,,請求書　出さない,090-4096-7664,,95,林(香),30965,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2025/4/9,2025/4/9
30966,マッチャドウ,抹茶堂,抹茶堂,,Flat 3 351 Uxbridge Road London W3 9RH,,,請求書　出さない,+44 7982 809 058,,95,林(香),30966,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/4/9,2025/4/9
30967,ユウゲンガイシャエイムズジャパン,（有）エイムズ・ジャパン,(有)ｴｲﾑｽﾞ･ｼﾞｬﾊﾟﾝ,182-0017,東京都調布市深大寺元町5-6-46,,,請求書　出さない,070-9193-0833,,690,金城,30967,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2025/4/9,2025/4/9
30968,ミヤギイズル,Izuru Miyagi,Izuru Miyagi,,3199 Maleenont TowerB1 FloorRama IV Road KlongtonKlongtoe,,,請求書　出さない,092-654-0119,,95,林(香),30968,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2025/4/9,2025/4/30
30969,トヨズミパワーマーケティング,Toyozumi Power Marketing GmbH/トヨズミパワーマーケティング_,Toyozumi Power Marke,,Medenbacher Weg 8 65719 Hofheim Germany,,,請求書出さない,-2779,,91,下平,30969,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2025/4/16,2025/4/16
30970,エイギョウスイシンブサイジヨウ カイガイ,営業推進部催事用(海外),営業推進部催事用(海,,海外,,,請求書出さない,,,91,下平,30970,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2025/4/24,2025/4/24
30971,ワタナベミナミ,Watanabe Minami,Watanabe Minami,899-7301,鹿児島県曽於郡大崎町菱田951,,,請求書　出さない,,,98,ラファエル,30971,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2025/4/29,2025/4/30
30972,ヤサイバスショクドウカブシキガイシャ,やさいバス食堂 株式会社,やさいﾊﾞｽ食堂 株式会,436-0077,静岡県掛川市駅前４－４　SKしんきんプラザ１F,,,請求書出す,,,690,金城,30972,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2025/5/10,2025/5/10
30973,ミズバ　ティ,Mizuba Tea,Mizuba Tea,,Mizuba HQ8825 SE 11th Ave Ste 110Portland OR 97202,,,,(805)705-8480,,98,ラファエル,30973,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2025/5/17,2025/5/17
